center,left,right,steering,throttle,brake,speed
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_38_585.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_38_585.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_38_585.jpg,0,0,0,8.155953E-05
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_38_702.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_38_702.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_38_702.jpg,0,0,0,0.000078168
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_38_802.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_38_802.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_38_802.jpg,0,0,0,8.112255E-05
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_38_919.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_38_919.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_38_919.jpg,0,0,0,7.845046E-05
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_39_035.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_39_035.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_39_035.jpg,0,0,0,7.868542E-05
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_39_152.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_39_152.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_39_152.jpg,0,0,0,7.795761E-05
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_39_268.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_39_268.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_39_268.jpg,0,0,0,7.89437E-05
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_39_385.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_39_385.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_39_385.jpg,0,0,0,7.809573E-05
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_39_502.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_39_502.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_39_502.jpg,0,0,0,7.793528E-05
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_39_618.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_39_618.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_39_618.jpg,0,0,0,7.793611E-05
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_39_735.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_39_735.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_39_735.jpg,0,0,0,7.813849E-05
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_39_851.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_39_851.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_39_851.jpg,0,0,0,7.796748E-05
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_39_951.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_39_951.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_39_951.jpg,0,0,0,7.927125E-05
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_40_068.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_40_068.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_40_068.jpg,0,0,0,7.850438E-05
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_40_184.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_40_184.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_40_184.jpg,0,0,0,7.800507E-05
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_40_284.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_40_284.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_40_284.jpg,0,0,0,0.000077925
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_40_384.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_40_384.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_40_384.jpg,0,0,0,7.917164E-05
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_40_501.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_40_501.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_40_501.jpg,0,0,0,7.779105E-05
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_40_618.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_40_618.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_40_618.jpg,0,0,0,7.878671E-05
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_40_734.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_40_734.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_40_734.jpg,0,0,0,7.825559E-05
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_40_851.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_40_851.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_40_851.jpg,0,0,0,7.92877E-05
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_40_968.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_40_968.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_40_968.jpg,0,0,0,7.771576E-05
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_41_085.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_41_085.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_41_085.jpg,0,0,0,8.187527E-05
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_41_201.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_41_201.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_41_201.jpg,0,0,0,7.880573E-05
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_41_317.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_41_317.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_41_317.jpg,0,0,0,7.807565E-05
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_41_434.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_41_434.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_41_434.jpg,0,0,0,0.000079128
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_41_534.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_41_534.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_41_534.jpg,0,0,0,7.83772E-05
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_41_650.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_41_650.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_41_650.jpg,0,0,0,7.752636E-05
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_41_767.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_41_767.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_41_767.jpg,0,0,0,7.768506E-05
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_41_883.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_41_883.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_41_883.jpg,0,0,0,7.896806E-05
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_41_984.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_41_984.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_41_984.jpg,0,0,0,7.783783E-05
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_42_100.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_42_100.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_42_100.jpg,0,0,0,7.825992E-05
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_42_217.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_42_217.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_42_217.jpg,0,0.1498146,0,0.04497544
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_42_331.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_42_331.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_42_331.jpg,0,0.1629303,0,0.3481009
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_42_417.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_42_417.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_42_417.jpg,0,0,0,0.3759424
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_42_534.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_42_534.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_42_534.jpg,-0.1004069,0,0,0.370807
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_42_650.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_42_650.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_42_650.jpg,-0.449343,0,0,0.3636373
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_42_750.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_42_750.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_42_750.jpg,-0.3841553,0,0,0.3589855
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_42_867.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_42_867.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_42_867.jpg,-0.03585863,0,0,0.355041
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_42_983.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_42_983.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_42_983.jpg,-0.181077,0,0,0.3509879
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_43_083.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_43_083.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_43_083.jpg,-0.3832676,0,0,0.3456799
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_43_200.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_43_200.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_43_200.jpg,-0.08484864,0,0,0.341955
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_43_316.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_43_316.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_43_316.jpg,-0.4343541,0,0,0.3359693
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_43_433.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_43_433.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_43_433.jpg,-0.782582,0,0,0.0007178702
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_43_533.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_43_533.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_43_533.jpg,-1,0,0,0.00113378
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_43_650.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_43_650.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_43_650.jpg,-1,0,0,0.0005590203
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_43_750.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_43_750.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_43_750.jpg,-1,0,0,0.0002213055
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_43_866.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_43_866.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_43_866.jpg,-1,0,0,0.0001042752
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_43_966.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_43_966.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_43_966.jpg,-0.8523161,0,0,0.0001092721
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_44_082.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_44_082.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_44_082.jpg,-0.5534565,0,0,9.915206E-05
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_44_182.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_44_182.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_44_182.jpg,-0.253489,0.249891,0,0.1986524
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_44_313.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_44_313.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_44_313.jpg,0,0.5489216,0,0.8820587
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_44_413.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_44_413.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_44_413.jpg,0,0.2486608,0,1.352541
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_44_530.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_44_530.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_44_530.jpg,0,0.2002974,0,1.53711
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_44_633.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_44_633.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_44_633.jpg,0,0.3493094,0,1.987503
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_44_749.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_44_749.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_44_749.jpg,0,0.0004935265,0,2.214025
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_44_849.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_44_849.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_44_849.jpg,0,0,0,2.163026
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_44_965.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_44_965.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_44_965.jpg,-0.3491879,0,0,2.127723
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_45_066.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_45_066.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_45_066.jpg,-0.4500511,0,0,2.095156
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_45_182.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_45_182.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_45_182.jpg,-0.1501651,0,0,2.078
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_45_283.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_45_283.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_45_283.jpg,-0.3480964,0,0,2.053295
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_45_399.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_45_399.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_45_399.jpg,-0.3478024,0,0,2.018749
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_45_515.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_45_515.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_45_515.jpg,-0.1980686,0,0,1.996292
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_45_615.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_45_615.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_45_615.jpg,-0.4983988,0,0,1.964404
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_45_732.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_45_732.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_45_732.jpg,-0.1491473,0,0,1.944393
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_45_848.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_45_848.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_45_848.jpg,-0.1501443,0,0,1.918746
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_45_949.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_45_949.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_45_949.jpg,-0.2495964,0,0,1.893645
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_46_065.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_46_065.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_46_065.jpg,-0.05080819,0,0,1.870364
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_46_181.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_46_181.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_46_181.jpg,-0.3987393,0,0,1.842336
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_46_281.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_46_281.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_46_281.jpg,-0.3654814,0,0,1.81818
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_46_398.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_46_398.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_46_398.jpg,-0.3643513,0,0,1.793369
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_46_529.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_46_529.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_46_529.jpg,-0.5159061,0.3499796,0,2.034447
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_46_631.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_46_631.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_46_631.jpg,-0.1673119,0.2382596,0,2.572942
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_46_731.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_46_731.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_46_731.jpg,0,0,0,2.626507
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_46_848.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_46_848.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_46_848.jpg,-0.3499231,0,0,2.584008
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_46_948.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_46_948.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_46_948.jpg,-0.04949713,0,0,2.559224
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_47_048.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_47_048.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_47_048.jpg,-0.3499646,0,0,2.525571
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_47_164.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_47_164.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_47_164.jpg,-0.5493364,0,0,2.48147
/home/yyc/Documents/autodrive/IMG/center_2017_01_25_22_26_47_281.jpg, /home/yyc/Documents/autodrive/IMG/left_2017_01_25_22_26_47_281.jpg, /home/yyc/Documents/autodrive/IMG/right_2017_01_25_22_26_47_281.jpg,-0.5486255,0,0,2.449155
